textbox14,textbox79,textbox83,textbox81,textbox48
"Quarter 4 (10/01/2017-12/31/2017), Quarter 3 (07/01/2017-09/30/2017), Quarter 2 (04/01/2017-06/30/2017), Quarter 1 (01/01/2017-03/31/2017)",All,All,All,8/1/2023 9:25:27 AM

textbox7,POLICY_TYPE_NM,PIF_TOT,CAN_TOT,NONR_TOT,CHURR_TOT,NRHURR_TOT,NEW_TOT,textbox1,textbox3,PREM_TOT,textbox4,textbox5,textbox6,PEXW_TOT,textbox9,textbox10,CLAIMS_OPENED_TOT,CLAIMS_CLOSED_TOT,CLAIMS_PENDING_TOT,CLAIMS_ADR_TOT,CLAIMS_MED_TOT,CLAIMS_ARB_TOT,CLAIMS_APP_TOT,CLAIMS_SINK_TOT,CLAIMS_SETTL_TOT,CLAIMS_OTH_TOT,textbox63,textbox64,textbox65,textbox66,textbox67,textbox68,textbox69,textbox70,textbox71,textbox72,textbox73,textbox74,textbox75,textbox76,textbox77,CLAIMS_OPENED_TOT1,CLAIMS_CLOSED_TOT1,CLAIMS_PENDING_TOT1,CLAIMS_ADR_TOT1,CLAIMS_MED_TOT1,CLAIMS_ARB_TOT1,CLAIMS_APP_TOT1,CLAIMS_SINK_TOT1,CLAIMS_SETTL_TOT1,CLAIMS_OTH_TOT1
Period Ending  3/31/2017,Commercial Residential - (Apartment Buildings) - WIND ONLY,"1,962",116,45,0,0,22,0,"1,758,003,153","14,647,945","1,962",0,"14,647,945",0,0,0,,,,,,,,,,,"5,943,681","257,215","71,393",4,269,"354,300","311,246","1,895,168,299,858","9,415,201,418","5,632,435","146,236,097,425","9,047,735,100","367,466,318","17,055","17,798",,,,,,,,,,
Period Ending  3/31/2017,Commercial Residential - (Condo Associations Only) - WIND ONLY,"2,803",203,114,0,0,30,0,"10,210,833,903","47,349,938","2,803",0,"47,349,938",0,0,0,,,,,,,,,,,"5,943,681","257,215","71,393",4,269,"354,300","311,246","1,895,168,299,858","9,415,201,418","5,632,435","146,236,097,425","9,047,735,100","367,466,318","17,055","17,798",,,,,,,,,,
Period Ending  3/31/2017,Commercial Residential - (Homeowners Association) - WIND ONLY,146,11,8,0,0,2,0,"579,853,909","2,462,621",146,0,"2,462,621",0,0,0,,,,,,,,,,,"5,943,681","257,215","71,393",4,269,"354,300","311,246","1,895,168,299,858","9,415,201,418","5,632,435","146,236,097,425","9,047,735,100","367,466,318","17,055","17,798",,,,,,,,,,
Period Ending  3/31/2017,Commercial Residential - Allied Lines (Condo Associations Only),284,0,1,0,0,68,0,"4,536,062,650","31,069,389",284,0,"31,069,389",0,0,0,,,,,,,,,,,"5,943,681","257,215","71,393",4,269,"354,300","311,246","1,895,168,299,858","9,415,201,418","5,632,435","146,236,097,425","9,047,735,100","367,466,318","17,055","17,798",,,,,,,,,,
Period Ending  3/31/2017,Commercial Residential - Allied Lines (Excl Condo Associations),433,21,11,0,0,11,6,"5,733,129,065","4,513,703",427,"42,947,064","4,349,269","164,434",1,0,,,,,,,,,,,"5,943,681","257,215","71,393",4,269,"354,300","311,246","1,895,168,299,858","9,415,201,418","5,632,435","146,236,097,425","9,047,735,100","367,466,318","17,055","17,798",,,,,,,,,,
Period Ending  3/31/2017,Commercial Residential - CMP (Condo Associations Only),"4,235",391,118,0,0,394,926,"42,309,967,571","132,336,645","3,309","4,061,636,167","126,752,976","5,583,670",5,0,,,,,,,,,,,"5,943,681","257,215","71,393",4,269,"354,300","311,246","1,895,168,299,858","9,415,201,418","5,632,435","146,236,097,425","9,047,735,100","367,466,318","17,055","17,798",,,,,,,,,,
Period Ending  3/31/2017,Commercial Residential - CMP (Excl Condo Associations),"9,467",276,91,0,0,760,959,"5,265,817,515","35,060,507","8,508","608,353,325","32,839,849","2,220,658",11,6,,,,,,,,,,,"5,943,681","257,215","71,393",4,269,"354,300","311,246","1,895,168,299,858","9,415,201,418","5,632,435","146,236,097,425","9,047,735,100","367,466,318","17,055","17,798",,,,,,,,,,
Period Ending  3/31/2017,Commercial Residential - Dwelling/Fire (Condo Associations Only),"4,455",395,7,0,0,239,92,"31,805,536,580","136,915,370","4,363","219,459,206","136,601,768","313,602",0,7,,,,,,,,,,,"5,943,681","257,215","71,393",4,269,"354,300","311,246","1,895,168,299,858","9,415,201,418","5,632,435","146,236,097,425","9,047,735,100","367,466,318","17,055","17,798",,,,,,,,,,
Period Ending  3/31/2017,Commercial Residential - Dwelling/Fire (Excl Condo Associations),"1,180",56,26,0,0,40,98,"5,072,541,651","18,515,125","1,082","191,746,202","18,185,560","329,565",0,7,,,,,,,,,,,"5,943,681","257,215","71,393",4,269,"354,300","311,246","1,895,168,299,858","9,415,201,418","5,632,435","146,236,097,425","9,047,735,100","367,466,318","17,055","17,798",,,,,,,,,,
Period Ending  3/31/2017,Personal Residential - Allied Lines,"56,799","2,169","1,489",0,0,"4,361","5,155","8,738,390,265","85,444,299","51,644","3,954,433,091","71,873,950","13,570,349",0,0,,,,,,,,,,,"5,943,681","257,215","71,393",4,269,"354,300","311,246","1,895,168,299,858","9,415,201,418","5,632,435","146,236,097,425","9,047,735,100","367,466,318","17,055","17,798",,,,,,,,,,
